chapter	verse	word	type	surface	translit	strongs	morph	lemma	gloss	translation	editions	alt
1	1	1	NKO	Ὁ	Ho	G3588	T-NSM	ὁ	the/this/who	The	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	2	NKO	πρεσβύτερος	presbuteros	G4245G	N-NSM	πρεσβύτερος	elder	elder	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	3	NKO	ἐκλεκτῇ	eklektēa	G1588	A-DSF	ἐκλεκτός	select	To [the] elect	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	4	NKO	κυρίᾳ	kuria	G2959	N-DSF	Κυρία	lady	lady	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	5	NKO	καὶ	kai	G2532	CONJ	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	6	NKO	τοῖς	tois	G3588	T-DPN	ὁ	the/this/who	to the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	7	NKO	τέκνοις	teknois	G5043	N-DPN	τέκνον	child	children	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	8	NKO	αὐτῆς	autēs	G0846	P-GSF	αὐτός	he/she/it/self	of her	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	9	NKO	οὓς	hous	G3739	R-APM	ὅς, ἥ	which	whom	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	10	NKO	ἐγὼ	egō	G1473	P-1NS	ἐγώ	I/we	I myself	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	11	NKO	ἀγαπῶ	agapō	G0025	V-PAI-1S	ἀγαπάω	to love	love	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	12	NKO	ἐν	en	G1722	PREP	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	13	NKO	ἀληθείᾳ,	alētheia	G0225	N-DSF	ἀλήθεια	truth	truth,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	14	NKO	καὶ	kai	G2532	CONJ	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	15	NKO	οὐκ	ouk	G3756	PRT-N	οὐ	no	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	16	NKO	ἐγὼ	egō	G1473	P-1NS	ἐγώ	I/we	I myself	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	17	NKO	μόνος,	monos	G3441	A-NSM	μόνος	alone	only,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	18	NKO	ἀλλὰ	alla	G0235	CONJ	ἀλλά	but	but	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	19	NKO	καὶ	kai	G2532	CONJ	καί	and	also	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	20	NKO	πάντες	pantes	G3956	A-NPM	πᾶς	all	all	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	21	NKO	οἱ	hoi	G3588	T-NPM	ὁ	the/this/who	those	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	22	NKO	ἐγνωκότες	egnōkotes	G1097	V-RAP-NPM	γινώσκω	to know	already knowing	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	23	NKO	τὴν	tēn	G3588	T-ASF	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	24	NKO	ἀλήθειαν,	alētheian	G0225	N-ASF	ἀλήθεια	truth	truth —	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	1	NKO	διὰ	dia	G1223	PREP	διά	through/because of	because of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
