chapter	verse	word	type	surface	translit	strongs	morph	lemma	gloss	translation	editions	alt
6	19	8	NKO	ναὸς	naos	G3485	N-NSM	ναός	temple	a temple	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	9	NKO	τοῦ	tou	G3588	T-GSN	ὁ	the/this/who	of the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	10	NKO	ἐν	en	G1722	PREP	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	11	NKO	ὑμῖν	humin	G4771	P-2DP	σύ	you	you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	12	NKO	ἁγίου	hagiou	G0040G	A-GSN	ἅγιος	holy	Holy	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	13	NKO	πνεύματός	pneumatos	G4151G	N-GSN	πνεῦμα	spirit/breath	Spirit	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	14	NKO	ἐστιν	estin	G1510	V-PAI-3S	εἰμί	to be	is	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	15	NKO	οὗ	hou	G3739	R-GSN	ὅς, ἥ	which	whom	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	16	NKO	ἔχετε	echete	G2192	V-PAI-2P	ἔχω	to have/be	you have	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	17	NKO	ἀπὸ	apo	G0575	PREP	ἀπό	away from	from	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	18	NKO	θεοῦ,	theou	G2316	N-GSM-T	θεός	God	God?	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	19	NKO	καὶ	kai	G2532	CONJ	καί	and	And	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	20	NKO	οὐκ	ouk	G3756	PRT-N	οὐ	no	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	21	NKO	ἐστὲ	este	G1510	V-PAI-2P	εἰμί	to be	you are	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	19	22	NKO	ἑαυτῶν;	he'autōn	G1438	F-2GPM	ἑαυτοῦ	my/your/him-self	your own?	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	1	NKO	ἠγοράσθητε	ēgorasthēte	G0059	V-API-2P	ἀγοράζω	to buy	you were bought	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	2	NKO	γὰρ	gar	G1063	CONJ	γάρ	for	for	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	3	NKO	τιμῆς·	timēs	G5092	N-GSF	τιμή	honor	with a price;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	4	NKO	δοξάσατε	doxasate	G1392	V-AAM-2P	δοξάζω	to glorify	do glorify	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	5	NKO	δὴ	dē	G1211	PRT	δή	so	therefore	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	6	NKO	τὸν	ton	G3588	T-ASM	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	7	NKO	θεὸν	theon	G2316	N-ASM-T	θεός	God	God	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	8	NKO	ἐν	en	G1722	PREP	ἐν	in/on/among	in	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	9	NKO	τῷ	tō	G3588	T-DSN	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	10	NKO	σώματι	sōmati	G4983	N-DSN	σῶμα	body	body	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	11	NKO	ὑμῶν	humōn	G4771	P-2GP	σύ	you	of you	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
6	20	12	K	καὶ	kai	G2532	CONJ	καί	and	and	TR+Byz	
6	20	13	K	ἐν	en	G1722	PREP	ἐν	in/on/among	in	TR+Byz	
6	20	14	K	τῷ	tō	G3588	T-DSN	ὁ	the/this/who	the	TR+Byz	
6	20	15	K	πνεύματι	pneumati	G4151G	N-DSN	πνεῦμα	spirit/breath	spirit	TR+Byz	
6	20	16	K	ὑμῶν	humōn	G4771	P-2GP	σύ	you	of you	TR+Byz	
6	20	17	K	ἅτινά	hatina	G3748	R-NPN	ὅστις	who/which	which	TR+Byz	
6	20	18	K	ἐστιν	estin	G1510	V-PAI-3S	εἰμί	to be	is	TR+Byz	
6	20	19	K	τοῦ	tou	G3588	T-GSM	ὁ	the/this/who	<the>	TR+Byz	
6	20	20	K	θεοῦ.¶	theou	G2316	N-GSM-T	θεός	God	of God.	TR+Byz	
7	1	1	NKO	Περὶ	Peri	G4012	PREP	περί	about	Concerning	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	2	NKO	δὲ	de	G1161	CONJ	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	3	NKO	ὧν	hōn	G3739	R-GPN	ὅς, ἥ	which	[the] things about which	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	4	NKO	ἐγράψατε	egrapsate	G1125	V-2AAI-2P	γράφω	to write	you wrote	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	5	KO	μοι,	moi	G3165	P-1DS	ἐγώ	I/we	to me	Treg+TR+Byz	
7	1	6	NKO	καλὸν	kalon	G2570G	A-NSN	καλός	good	[It is] good	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	7	NKO	ἀνθρώπῳ	anthrōpō	G0444	N-DSM	ἄνθρωπος	a human	for a man	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	8	NKO	γυναικὸς	gunaikos	G1135G	N-GSF	γυνή	woman	a woman	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	9	NKO	μὴ	mē	G3361	PRT-N	μή	not	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	1	10	NKO	ἅπτεσθαι·	haptesthai	G0681	V-PMN	ἅπτω	to kindle	to touch;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	1	NKO	διὰ	dia	G1223	PREP	διά	through/because of	Because of	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	2	NKO	δὲ	de	G1161	CONJ	δέ	but/and	however	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	3	NKO	τὰς	tas	G3588	T-APF	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	4	NKO	πορνείας	porneias	G4202	N-APF	πορνεία	sexual sin	sexual immorality	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	5	NKO	ἕκαστος	hekastos	G1538	A-NSM	ἕκαστος	each	each man	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	6	NKO	τὴν	tēn	G3588	T-ASF	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	7	NKO	ἑαυτοῦ	he'autou	G1438	F-3GSM	ἑαυτοῦ	my/your/him-self	his own	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	8	NKO	γυναῖκα	gunaika	G1135H	N-ASF	γυνή	woman	wife	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	9	NKO	ἐχέτω,	echetō	G2192	V-PAM-3S	ἔχω	to have/be	should have,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	10	NKO	καὶ	kai	G2532	CONJ	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	11	NKO	ἑκάστη	hekastē	G1538	A-NSF	ἕκαστος	each	each [woman]	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	12	NKO	τὸν	ton	G3588	T-ASM	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	13	NKO	ἴδιον	idion	G2398	A-ASM	ἴδιος	one's own/private	[her] own	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	14	NKO	ἄνδρα	andra	G0435H	N-ASM	ἀνήρ	man	husband	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	2	15	NKO	ἐχέτω.	echetō	G2192	V-PAM-3S	ἔχω	to have/be	should have.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	1	NKO	τῇ	tēa	G3588	T-DSF	ὁ	the/this/who	To the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	2	NKO	γυναικὶ	gunaiki	G1135H	N-DSF	γυνή	woman	wife	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	3	NKO	ὁ	ho	G3588	T-NSM	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	4	NKO	ἀνὴρ	anēr	G0435H	N-NSM	ἀνήρ	man	husband	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	5	NKO	τὴν	tēn	G3588	T-ASF	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	6	N(k)O	ὀφειλὴν	opheilēn	G3782	N-ASF	ὀφειλή	debt	debt	NA28+NA27+Tyn+SBL+WH+Treg	
7	3	7	K	εὔνοιαν	eunoian	G2133	N-ASF	εὔνοια	enthusiasm	good will	TR+Byz	
7	3	8	NKO	ἀποδιδότω·	apodidotō	G0591	V-PAM-3S	ἀποδίδωμι	to pay	should fulfill;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	9	NKO	ὁμοίως	homoiōs	G3668	ADV	ὁμοίως	similarly	likewise	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	10	NKO	δὲ	de	G1161	CONJ	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	11	NKO	καὶ	kai	G2532	CONJ	καί	and	also	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	12	NKO	ἡ	hē	G3588	T-NSF	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	13	NKO	γυνὴ	gunē	G1135H	N-NSF	γυνή	woman	wife	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	14	NKO	τῷ	tō	G3588	T-DSM	ὁ	the/this/who	to the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	3	15	NKO	ἀνδρί.	andri	G0435H	N-DSM	ἀνήρ	man	husband.	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	1	NKO	ἡ	hē	G3588	T-NSF	ὁ	the/this/who	The	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	2	NKO	γυνὴ	gunē	G1135H	N-NSF	γυνή	woman	wife	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	3	NKO	τοῦ	tou	G3588	T-GSN	ὁ	the/this/who	<the>	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	4	NKO	ἰδίου	idiou	G2398	A-GSN	ἴδιος	one's own/private	[her] own	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	5	NKO	σώματος	sōmatos	G4983	N-GSN	σῶμα	body	body	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	6	NKO	οὐκ	ouk	G3756	PRT-N	οὐ	no	not	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	7	NKO	ἐξουσιάζει	exousiazei	G1850	V-PAI-3S	ἐξουσιάζω	to have authority	has authority over	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	8	NKO	ἀλλ᾽	all᾽	G0235	CONJ	ἀλλά	but	but	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	9	NKO	ὁ	ho	G3588	T-NSM	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	10	NKO	ἀνήρ·	anēr	G0435H	N-NSM	ἀνήρ	man	husband;	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	11	NKO	ὁμοίως	homoiōs	G3668	ADV	ὁμοίως	similarly	likewise	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	12	NKO	δὲ	de	G1161	CONJ	δέ	but/and	now	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	13	NKO	καὶ	kai	G2532	CONJ	καί	and	also	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
7	4	14	NKO	ὁ	ho	G3588	T-NSM	ὁ	the/this/who	the	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
