chapter	verse	word	type	surface	translit	strongs	morph	lemma	gloss	translation	editions	alt
1	1	1	NKO	Πέτρος	Petros	G4074G	N-NSM-P	Πέτρος	Peter	Peter	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	2	NKO	ἀπόστολος	apostolos	G0652	N-NSM	ἀπόστολος	apostle	an apostle	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	3	NKO	Ἰησοῦ	Iēsou	G2424G	N-GSM-P	Ἰησοῦς	Jesus/Joshua	of Jesus	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	4	NKO	Χριστοῦ	Christou	G5547	N-GSM-T	Χριστός	Christ	Christ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	5	NKO	ἐκλεκτοῖς	eklektois	G1588	A-DPM	ἐκλεκτός	select	To [the] elect	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	6	NKO	παρεπιδήμοις	parepidēmois	G3927	A-DPM	παρεπίδημος	stranger	sojourners	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	7	NKO	διασπορᾶς	diasporas	G1290	N-GSF	διασπορά	dispersion	of [the] Dispersion	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	8	NKO	Πόντου,	Pontou	G4195	N-GSM-L	Πόντος	Pontus	of Pontus,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	9	NKO	Γαλατίας,	Galatias	G1053	N-GSF-L	Γαλατία	Galatia	Galatia,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	10	NKO	Καππαδοκίας,	Kappadokias	G2587	N-GSF-L	Καππαδοκία	Cappadocia	Cappadocia,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	11	NKO	Ἀσίας,	Asias	G0773	N-GSF-L	Ἀσία	Asia	Asia,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	12	NKO	καὶ	kai	G2532	CONJ	καί	and	and	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	1	13	NKO	Βιθυνίας,	Bithunias	G0978	N-GSF-L	Βιθυνία	Bithynia	Bithynia,	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	1	NKO	κατὰ	kata	G2596	PREP	κατά	according to	according to	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	2	NKO	πρόγνωσιν	prognōsin	G4268	N-ASF	πρόγνωσις	foreknowledge	[the] foreknowledge	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	3	NKO	θεοῦ	theou	G2316	N-GSM-T	θεός	God	of God	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
1	2	4	NKO	πατρὸς	patros	G3962	N-GSM-T	πατήρ	father	[the] Father	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz	
